DESCRIÇÃO O.S.M.
""
Material para troca de lâmpadas
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Material para corrigir infiltração na parede da sala; Material para complementar de infiltração da parede. Complementar a O.S. 155/2019
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Recarga de extintores - CJA - NUPED
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"Realizar manobras, desmontagem, troca de peças e montagem dos disjuntores de média tensão, instalação de transformadores de corrente e potencial, e reapertos nos equipamentos de média tensão das subestações primárias e secundárias ; O.S. complementar a 232/2018. "
""
""
""
""
""
""
""
""
""
1. Em atendimento ao chamado de número 7616. 								
""
""
""
""
""
Recarga de Extintores - Reitoria
Recarga de Extintores - CJA - Laboratórios CEPEC
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"1. Em atendimento ao chamado de número 7961 .								
2. É para instalar em caixa da marca Tramontina, mas o espelho pode ser de marca similar desde que de mesma cor, dimensão e material, para garantir uniformidade da instalação.								"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
