Solicito Limpeza Geral dos equipamentos de Ar condicionados Localizados no Pórtico do CSC. Essa limpeza e manutenção preventiva deve estar de acordo com o Anexo III do documento em anexo que versa sobre as tarefas semestrais que devem ser feitas nos equipamentos de Ar condicionados do tipo SPLIT.
Solicito Limpeza Geral dos equipamentos de Ar condicionados Localizados no Anexo de Aulas do CPF. Essa limpeza e manutenção preventiva deve estar de acordo com o Anexo III do documento em anexo que versa sobre as tarefas semestrais que devem ser feitas nos equipamentos de Ar condicionados do tipo SPLIT
Solicito Limpeza Geral dos equipamentos de Ar condicionados Localizados no Anexo de Aulas do CPF. Essa limpeza e manutenção preventiva deve estar de acordo com o Anexo III do documento em anexo que versa sobre as tarefas semestrais que devem ser feitas nos equipamentos de Ar condicionados do tipo SPLIT
Solicito Limpeza Geral dos equipamentos de Ar condicionados Localizados no Laboratório de Habilidades do CFCS do CPF. Essa limpeza e manutenção preventiva deve estar de acordo com o Anexo III do documento em anexo que versa sobre as tarefas semestrais que devem ser feitas nos equipamentos de Ar condicionados do tipo SPLIT.
"Prezados,

Solicito reparo em bloco de contato e auxiliar da casa de bombas do Núcleo Pedagógico do CPF."
"Prezados,

A pedido do coordenador do CPF, solicito o fechamento da grade da casa do gerador com 2 chapas metálicas no local indicado."
"Bom dia
Tudo bem?
Solicito a manutenção da Bomba da wetland e compra de uma bomba reserva para o sistema.
Modelo da Bomba:

TIPO: UNI 300T;
N° UI420 - 15271;
Qmax. 17 m³/h;
Hmax; 12,4 mca;
220 v.

segue imagem do modelo da bomba em anexo"
"Prezados e gentis colegas;

Venho por meio deste solicitar a instalação de 1(uma) tomada e 1(um) ponto de rede na sala do PROCURADOR no 4º andar da reitoria.
O motivo desta solicitação, é por causa da mudança do layout na sala do Procurador."
Solicito Limpeza Geral dos equipamentos de Ar condicionados Localizados no NUPED do CJA. Essa limpeza e manutenção preventiva deve estar de acordo com o Anexo III do documento em anexo que versa sobre as tarefas semestrais que devem ser feitas nos equipamentos de Ar condicionados do tipo SPLIT.
Vaso sanitário do 4º pavimento se encontra entupido.
