TÍTULO O.S.M.
""
Troca de Lâmpadas
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Infiltração na Parede da Sala; Complementar de infiltração na parede
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Recarga de extintores - CJA - NUPED
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Manutenção Corretiva e Preventiva nas subestações de média tensão; Manutenção Corretiva e Preventiva nas subestações de média tensão
""
""
""
""
""
""
""
""
""
Fornecimento de material para execução do aterramento dos nobreaks da sala técnica do CSC
""
""
""
""
""
Recarga de Extintores - Reitoria
Recarga de Extintores - CJA - Laboratórios CEPEC
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Fornecimento de materiais para o Campus Sosígenes Costa
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Readequação física de salas de aula; Readequação física de salas de aula; Readequação física de salas de aula - Elétrica; Readequação física de salas de aula - Elétrica; Readequação física de salas de aula; Instalações de Telecomunicações; Iluminação nas salas de aula; Compra de luminárias pra o pavilhão de feiras
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Serviços de tampa cega para CSC
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
FORNECIMENTO DE MATERIAL PARA INSTALAÇÕES DO CUNI DE TEIXEIRA DE FREITAS
""
""
""
""
Manutenção do Sistema de Cabeamento Estruturado do CUni Cabrália
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Instalação de cabos de rede
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Serviços de manutenção corretiva nos equipamentos de Ar condicionado do Campus Paulo Freire
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Situação das ocas; Instalações Eletricas e de Telecomunicações LEMMAC; Complementar Instalações Eletricas e de Telecomunicações LEMMAC; Compra de lâmpadas LED para as Ocas; Instalações Elétrica e de Telecomunicações das Ocas; Complementar Instalações Elétrica e de Telecomunicações das Ocas; Complementar de reparo nas Ocas; Compra de material - CABO PP - Instalação de luminárias na OCA - CSC
""
Serviço de Manutenção de Ar condicionado no CFCS - CPF/Teixeira de Freitas
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Substituição de fechadura do banheiro do sanitário da Coordenação de Campus.
""
""
""
""
""
""
""
""
""
""
""
Construção de tampas de concreto armado e fornecimento de material para o CSC
""
Manutenção Preventiva no Gerador do CSC
""
""
""
""
""
""
""
""
""
""
"Execução de serviços de manutenção do CPF, para atendimento de chamados."
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Fornecimento de material para instalação do gerador 55 kVA no Campus Paulo Freire
""
""
Fornecimento de materiais e serviços para o Campus Sosígenes Costa
""
""
Fornecimento de materiais e serviços para o Campus Sosígenes Costa
""
""
""
""
""
""
""
""
""
""
""
""
""
Contratação de eletricista de Alta Tensão para o Campus Sosígenes Costa
""
""
""
""
""
""
""
""
""
""
""
""
""
""
REVISÃO E REPAROS DO SISTEMA DE BOMBAS DO CAMPUS SOSIGENES COSTA
""
""
""
""
""
Fornecimento de materiais para instalação de tomadas no laboratório do CFS do CPF
""
""
""
""
""
""
""
""
 Instalação de pelicula em vidro no Campus Jorge Amado
Reposição de vidro em sanitário e manutenção de esquadrias da biblioteca do CSC.
""
""
